zipcode,city,state,county,population,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,pending_listing_count,median_listing_price_per_square_foot,median_square_feet,average_listing_price,total_listing_count,crime_count,crime_rate
1938,Ipswich,MA,Essex,39525,936175,12,34,12,0,0,3,387,2462,1034979,16,,
1940,Lynnfield,MA,Essex,36324,,,,,,,,,,,,,
1944,Manchester,MA,Essex,15408,4733750,6,248,2,0,0,2,747,9636,8905417,8,,
1945,Marblehead,MA,Essex,59424,1162500,16,25,18,0,0,5,556,2400,1531087,23,,
1949,Middleton,MA,Essex,26961,982400,11,18,12,0,2,4,381,2744,1022102,15,,
1950,Newburyport,MA,Essex,52248,,,,,,,,,,,,,
1951,Newbury,MA,Essex,10674,1700000,3,176,0,0,0,1,762,2492,1500000,4,,
1952,Salisbury,MA,Essex,24849,647175,10,35,6,0,0,1,482,1443,772333,11,,
1960,Peabody,MA,Essex,152832,,,,,,,,,,,,,
1961,Peabody,MA,Essex,,,,,,,,,,,,,,
1965,Prides Crossing,MA,Essex,,,,,,,,,,,,,,
1966,Rockport,MA,Essex,20856,,,,,,,,,,,,,
1969,Rowley,MA,Essex,17568,949200,5,46,2,0,0,0,359,2944,971236,6,,
1970,Salem,MA,Essex,123327,585925,18,17,22,0,4,6,316,1890,596482,22,,
1971,Salem,MA,Essex,,,,,,,,,,,,,,
1982,South Hamilton,MA,Essex,23292,1173500,4,61,4,0,0,1,429,2637,1654263,5,,
1983,Topsfield,MA,Essex,18267,1248500,3,20,6,0,0,1,436,2850,1375667,4,,
1984,Wenham,MA,Essex,14625,,,,,,,,,,,,,
1985,West Newbury,MA,Essex,12705,892750,6,23,2,0,0,1,318,2878,1091955,7,,
2018,Accord,MA,Plymouth,,,,,,,,,,,,,,
2019,Bellingham,MA,Norfolk,48996,600500,16,13,20,0,0,8,291,2095,587707,24,,
2020,Brant Rock,MA,Plymouth,,,,,,,,,,,,,,
2021,Canton,MA,Norfolk,64683,621750,18,23,26,0,4,6,388,1561,657938,24,,
2025,Cohasset,MA,Norfolk,22626,1973000,16,44,10,0,6,1,592,4150,2276321,17,,
2026,Dedham,MA,Norfolk,74133,892000,13,13,18,0,0,5,447,2271,1945785,19,,
2027,Dedham,MA,Norfolk,,,,,,,,,,,,,,
2030,Dover,MA,Norfolk,16767,,,,,,,,,,,,,
2032,East Walpole,MA,Norfolk,12678,678250,2,114,2,0,0,1,287,2391,678250,3,,
2035,Foxboro,MA,Norfolk,50595,659900,9,15,10,0,6,2,365,1767,617130,11,,
2038,Franklin,MA,Norfolk,94905,,,,,,,,,,,,,
2040,Greenbush,MA,Plymouth,,,,,,,,,,,,,,
2041,Green Harbor,MA,Plymouth,,,,,,,,,,,,,,
2043,Hingham,MA,Plymouth,66471,,,,,,,,,,,,,
2044,Hingham,MA,Plymouth,,,,,,,,,,,,,,
2045,Hull,MA,Plymouth,30879,676950,17,22,16,0,2,3,381,1861,837290,19,,
2047,Humarock,MA,Plymouth,540,,,,,,,,,,,,,
2048,Mansfield,MA,Bristol,69552,512400,6,7,12,0,0,3,315,1449,541683,10,,
2050,Marshfield,MA,Plymouth,76287,,,,,,,,,,,,,
2051,Marshfield Hills,MA,Plymouth,,,,,,,,,,,,,,
2052,Medfield,MA,Norfolk,36072,972425,10,14,18,0,0,4,359,2821,1066711,14,,
2053,Medway,MA,Norfolk,38256,,,,,,,,,,,,,
2054,Millis,MA,Norfolk,23673,845995,18,69,8,0,4,4,340,2476,918801,21,,
2055,Minot,MA,Plymouth,,,,,,,,,,,,,,
2056,Norfolk,MA,Norfolk,32943,,,,,,,,,,,,,
2059,North Marshfield,MA,Plymouth,,,,,,,,,,,,,,
2060,North Scituate,MA,Plymouth,,,,,,,,,,,,,,
2061,Norwell,MA,Plymouth,31518,1627500,12,72,8,0,0,4,381,3506,1595355,13,,
2062,Norwood,MA,Norfolk,85806,686950,12,10,18,0,2,4,391,1676,724405,15,,
2065,Ocean Bluff,MA,Plymouth,,,,,,,,,,,,,,
2066,Scituate,MA,Plymouth,52968,1049500,29,37,34,0,4,6,483,2494,1475419,35,,
2067,Sharon,MA,Norfolk,52458,1174750,14,26,14,0,2,2,352,3125,1171819,16,,
2070,Sheldonville,MA,Norfolk,,,,,,,,,,,,,,
2071,South Walpole,MA,Norfolk,5121,,,,,,,,,,,,,
2072,Stoughton,MA,Norfolk,80997,,,,,,,,,,,,,
2081,Walpole,MA,Norfolk,55416,,,,,,,,,,,,,
2090,Westwood,MA,Norfolk,43908,,,,,,,,,,,,,
2093,Wrentham,MA,Norfolk,32865,1082500,24,35,10,2,6,4,375,3042,1064232,29,,
2108,Boston,MA,Suffolk,11475,,,,,,,,,,,,,
2109,Boston,MA,Suffolk,11313,1722500,8,23,10,0,0,2,1075,1483,1867000,10,,
2110,Boston,MA,Suffolk,5199,2585000,50,40,22,0,2,2,1750,1613,3202350,52,,
2111,Boston,MA,Suffolk,22149,1430000,42,96,14,0,12,2,1134,1489,2276983,44,,
2112,Boston,MA,Suffolk,,,,,,,,,,,,,,
2113,Boston,MA,Suffolk,20745,1572000,8,55,4,0,0,1,1085,1449,1458701,9,,
2114,Boston,MA,Suffolk,35997,1187500,46,38,36,0,0,5,1112,1254,1997352,51,,
2115,Boston,MA,Suffolk,85323,1462500,40,63,24,0,6,2,1264,1278,3804460,43,,
2116,Boston,MA,Suffolk,61884,,,,,,,,,,,,,
2117,Boston,MA,Suffolk,,,,,,,,,,,,,,
2118,Boston,MA,Suffolk,79494,1481000,86,41,56,0,8,9,1170,1349,1844122,94,,
2119,Roxbury,MA,Suffolk,76038,658475,13,76,4,0,4,3,525,1476,777628,15,,
2120,Roxbury Crossing,MA,Suffolk,45543,949000,6,126,0,0,0,1,851,1126,909378,6,,
2121,Dorchester,MA,Suffolk,77934,,,,,,,,,,,,,
2122,Dorchester,MA,Suffolk,70437,,,,,,,,,,,,,
2123,Boston,MA,Suffolk,,,,,,,,,,,,,,
2124,Dorchester Center,MA,Suffolk,143349,,,,,,,,,,,,,
2125,Dorchester,MA,Suffolk,99885,,,,,,,,,,,,,
2126,Mattapan,MA,Suffolk,76686,412000,4,25,4,0,0,2,395,901,418690,5,,
2127,Boston,MA,Suffolk,95397,1134750,72,33,64,0,14,10,813,1425,1210220,86,,
2128,Boston,MA,Suffolk,121524,,,,,,,,,,,,,
2129,Charlestown,MA,Suffolk,49317,1386500,27,41,24,0,6,4,802,1711,1638544,30,,
2130,Jamaica Plain,MA,Suffolk,106203,,,,,,,,,,,,,
2131,Roslindale,MA,Suffolk,89478,743750,21,28,20,0,4,6,560,1404,760724,25,,
2132,West Roxbury,MA,Suffolk,77583,747000,18,11,36,0,2,5,541,1544,892737,22,,
2133,Boston,MA,Suffolk,,,,,,,,,,,,,,
2134,Allston,MA,Suffolk,64509,709000,11,28,8,0,4,1,798,935,742367,11,,
2135,Brighton,MA,Suffolk,128340,713675,34,27,40,0,4,7,880,811,761802,40,,
2136,Hyde Park,MA,Suffolk,85464,,,,,,,,,,,,,
2137,Readville,MA,Suffolk,,,,,,,,,,,,,,
2138,Cambridge,MA,Middlesex,108942,1806250,26,19,22,0,8,2,909,2070,2800530,28,,
2139,Cambridge,MA,Middlesex,109047,950000,20,16,26,0,0,2,942,1159,1326306,21,,
2140,Cambridge,MA,Middlesex,52821,1329500,19,38,16,0,6,1,803,1723,1353270,21,,
2141,Cambridge,MA,Middlesex,35730,1177200,19,37,16,0,6,5,932,1170,1259057,23,,
2142,Cambridge,MA,Middlesex,9423,,,,,,,,,,,,,
2143,Somerville,MA,Middlesex,73542,942450,26,33,24,0,10,5,784,1113,975681,32,,
2144,Somerville,MA,Middlesex,71673,1049950,33,49,20,0,10,2,756,1291,1114516,36,,
2145,Somerville,MA,Middlesex,76317,930475,35,34,18,0,6,7,712,1242,938060,40,,
2148,Malden,MA,Middlesex,178509,,,,,,,,,,,,,
2149,Everett,MA,Middlesex,124650,,,,,,,,,,,,,
2150,Chelsea,MA,Suffolk,105372,,,,,,,,,,,,,
2151,Revere,MA,Suffolk,155424,499900,10,14,12,0,0,4,374,1258,546155,14,,
2152,Winthrop,MA,Suffolk,52491,,,,,,,,,,,,,
2153,Medford,MA,Middlesex,,,,,,,,,,,,,,
2155,Medford,MA,Middlesex,173892,,,,,,,,,,,,,
2156,West Medford,MA,Middlesex,,,,,,,,,,,,,,
2163,Boston,MA,Suffolk,7746,,,,,,,,,,,,,
2169,Quincy,MA,Norfolk,165165,659000,25,31,30,0,4,7,423,1466,671497,32,,
2170,Quincy,MA,Norfolk,58515,935000,1,22,0,0,0,0,288,3251,935000,1,,
2171,Quincy,MA,Norfolk,53133,809250,14,20,26,0,0,6,534,1479,872641,20,,
2176,Melrose,MA,Middlesex,80949,,,,,,,,,,,,,
2180,Stoneham,MA,Middlesex,64311,,,,,,,,,,,,,
2184,Braintree,MA,Norfolk,107232,679950,14,14,26,0,4,5,452,1736,793334,20,,
2185,Braintree,MA,Norfolk,,,,,,,,,,,,,,
2186,Milton,MA,Norfolk,81009,1136250,24,47,22,0,2,6,562,2271,1620553,31,,
2187,Milton Village,MA,Norfolk,,,,,,,,,,,,,,
2188,Weymouth,MA,Norfolk,43824,437400,8,21,12,0,0,3,322,1140,481547,10,,
2189,East Weymouth,MA,Norfolk,43677,,,,,,,,,,,,,
2190,South Weymouth,MA,Norfolk,48357,754000,13,30,10,0,0,2,400,1797,744781,15,,
2191,North Weymouth,MA,Norfolk,25371,623500,3,38,4,0,0,3,405,1765,641800,5,,
2196,Boston,MA,Suffolk,,,,,,,,,,,,,,
2199,Boston,MA,Suffolk,3438,3635000,10,35,2,0,0,1,1808,1829,8092894,10,,
2201,Boston,MA,Suffolk,,,,,,,,,,,,,,
2203,Boston,MA,Suffolk,0,,,,,,,,,,,,,
2204,Boston,MA,Suffolk,,,,,,,,,,,,,,
2205,Boston,MA,Suffolk,,,,,,,,,,,,,,
2206,Boston,MA,Suffolk,,,,,,,,,,,,,,
2210,Boston,MA,Suffolk,6270,2485750,54,31,26,0,2,2,1973,1374,3247775,56,,
2211,Boston,MA,Suffolk,,,,,,,,,,,,,,
2212,Boston,MA,Middlesex,,,,,,,,,,,,,,
2215,Boston,MA,Suffolk,78375,,,,,,,,,,,,,
2217,Boston,MA,Suffolk,,,,,,,,,,,,,,
2222,Boston,MA,Suffolk,,,,,,,,,,,,,,
2238,Cambridge,MA,Middlesex,,,,,,,,,,,,,,
2241,Boston,MA,Suffolk,,,,,,,,,,,,,,
2266,Boston,MA,Suffolk,,,,,,,,,,,,,,
2269,Quincy,MA,Norfolk,,,,,,,,,,,,,,
2283,Boston,MA,Suffolk,,,,,,,,,,,,,,
2284,Boston,MA,Suffolk,,,,,,,,,,,,,,
2293,Boston,MA,Suffolk,,,,,,,,,,,,,,
2297,Boston,MA,Suffolk,,,,,,,,,,,,,,
2298,Boston,MA,Suffolk,,,,,,,,,,,,,,
2301,Brockton,MA,Plymouth,183075,,,,,,,,,,,,,
2302,Brockton,MA,Plymouth,98223,,,,,,,,,,,,,
2303,Brockton,MA,Plymouth,,,,,,,,,,,,,,
2304,Brockton,MA,Plymouth,,,,,,,,,,,,,,
2305,Brockton,MA,Plymouth,,,,,,,,,,,,,,
2322,Avon,MA,Norfolk,13068,,,,,,,,,,,,,
2324,Bridgewater,MA,Plymouth,79689,,,,,,,,,,,,,
2325,Bridgewater,MA,Plymouth,,,,,,,,,,,,,,
2327,Bryantville,MA,Plymouth,,,,,,,,,,,,,,
2330,Carver,MA,Plymouth,34527,736750,10,117,6,0,0,3,347,2241,732678,12,,
2331,Duxbury,MA,Plymouth,,,,,,,,,,,,,,
2332,Duxbury,MA,Plymouth,45177,1631750,13,41,6,0,4,3,551,3327,2354150,17,,
2333,East Bridgewater,MA,Plymouth,41382,679900,7,53,10,0,0,4,341,2134,646381,11,,
2334,Easton,MA,Bristol,,,,,,,,,,,,,,
2337,Elmwood,MA,Plymouth,,,,,,,,,,,,,,
2338,Halifax,MA,Plymouth,22554,536725,3,14,6,0,0,2,232,2231,531993,4,,
2339,Hanover,MA,Plymouth,41637,,,,,,,,,,,,,
2340,Hanover,MA,Plymouth,,,,,,,,,,,,,,
2341,Hanson,MA,Plymouth,30654,570950,6,9,10,0,2,2,318,1841,545881,8,,
2343,Holbrook,MA,Norfolk,32235,,,,,,,,,,,,,
2344,Middleboro,MA,Plymouth,,,,,,,,,,,,,,
2345,Manomet,MA,Plymouth,,,,,,,,,,,,,,
2346,Middleboro,MA,Plymouth,69318,399975,20,27,18,0,8,4,248,1618,483659,24,,
2347,Lakeville,MA,Plymouth,31836,520000,33,48,20,2,8,6,360,1411,613014,38,,
2348,Lakeville,MA,Plymouth,,,,,,,,,,,,,,
2349,Middleboro,MA,Plymouth,,,,,,,,,,,,,,
2350,Monponsett,MA,Plymouth,,,,,,,,,,,,,,
2351,Abington,MA,Plymouth,48087,,,,,,,,,,,,,
2355,North Carver,MA,Plymouth,,,,,,,,,,,,,,
2356,North Easton,MA,Bristol,37692,,,,,,,,,,,,,
2357,North Easton,MA,Bristol,4080,,,,,,,,,,,,,
2358,North Pembroke,MA,Plymouth,,,,,,,,,,,,,,
2359,Pembroke,MA,Plymouth,53484,569725,11,10,18,0,2,6,312,1911,599625,15,,
2360,Plymouth,MA,Plymouth,168813,,,,,,,,,,,,,
2361,Plymouth,MA,Plymouth,,,,,,,,,,,,,,
2362,Plymouth,MA,Plymouth,,,,,,,,,,,,,,
2364,Kingston,MA,Plymouth,37887,780475,14,55,6,0,4,3,349,2175,766342,17,,
2366,South Carver,MA,Plymouth,591,,,,,,,,,,,,,
2367,Plympton,MA,Plymouth,8460,,,,,,,,,,,,,
2368,Randolph,MA,Norfolk,96474,525000,10,27,12,0,0,4,313,1776,536328,14,,
2370,Rockland,MA,Plymouth,52467,,,,,,,,,,,,,
2375,South Easton,MA,Bristol,27564,624900,13,44,6,0,2,2,336,2033,691815,15,,
2379,West Bridgewater,MA,Plymouth,20748,,,,,,,,,,,,,
2381,White Horse Beach,MA,Plymouth,,,,,,,,,,,,,,
2382,Whitman,MA,Plymouth,43467,412450,11,17,10,0,0,4,335,1332,453503,15,,
2420,Lexington,MA,Middlesex,42156,2800000,21,18,26,0,2,5,536,6497,2926333,27,,
2421,Lexington,MA,Middlesex,52026,2548250,16,21,22,0,0,6,515,5390,2620138,21,,
2445,Brookline,MA,Norfolk,62037,,,,,,,,,,,,,
2446,Brookline,MA,Norfolk,87933,,,,,,,,,,,,,
2447,Brookline Village,MA,Norfolk,,,,,,,,,,,,,,
2451,Waltham,MA,Middlesex,52278,,,,,,,,,,,,,
2452,Waltham,MA,Middlesex,42714,,,,,,,,,,,,,
2453,Waltham,MA,Middlesex,86904,779700,10,18,16,0,2,2,442,2035,800612,12,,
2454,Waltham,MA,Middlesex,,,,,,,,,,,,,,
2455,North Waltham,MA,Middlesex,,,,,,,,,,,,,,
2456,New Town,MA,Middlesex,,,,,,,,,,,,,,
2457,Babson Park,MA,Norfolk,4296,,,,,,,,,,,,,
2458,Newton,MA,Middlesex,36393,1843500,18,25,14,0,2,2,618,2975,2169884,20,,
2459,Newton Center,MA,Middlesex,57285,,,,,,,,,,,,,
2460,Newtonville,MA,Middlesex,26226,,,,,,,,,,,,,
2461,Newton Highlands,MA,Middlesex,21177,1599000,13,24,14,0,0,1,614,2843,1916886,14,,
2462,Newton Lower Falls,MA,Middlesex,4662,,,,,,,,,,,,,
2464,Newton Upper Falls,MA,Middlesex,8859,1258500,4,12,6,0,2,1,544,2418,1228750,5,,
2465,West Newton,MA,Middlesex,35130,,,,,,,,,,,,,
2466,Auburndale,MA,Middlesex,24288,,,,,,,,,,,,,
2467,Chestnut Hill,MA,Middlesex,67473,1547000,23,33,24,0,10,4,668,2029,2541072,28,,
2468,Waban,MA,Middlesex,15819,2607750,12,31,16,0,8,2,616,4278,2967211,13,,
2471,Watertown,MA,Middlesex,,,,,,,,,,,,,,
2472,Watertown,MA,Middlesex,96042,,,,,,,,,,,,,
2474,Arlington,MA,Middlesex,78936,1173500,10,21,16,0,2,4,489,2177,1346917,14,,
2475,Arlington Heights,MA,Middlesex,,,,,,,,,,,,,,
2476,Arlington,MA,Middlesex,49596,938225,9,8,16,0,2,1,527,1890,997158,11,,
2477,Watertown,MA,Middlesex,,,,,,,,,,,,,,
2478,Belmont,MA,Middlesex,73992,1922000,16,21,24,0,4,3,572,3117,2333533,20,,
2479,Waverley,MA,Middlesex,,,,,,,,,,,,,,
2481,Wellesley Hills,MA,Norfolk,48732,,,,,,,,,,,,,
2482,Wellesley,MA,Norfolk,30918,,,,,,,,,,,,,
2492,Needham,MA,Norfolk,59793,2481500,17,13,26,0,2,2,474,5359,2428913,20,,
2493,Weston,MA,Middlesex,33783,4136500,36,55,22,0,10,2,609,7201,5443036,37,,
2494,Needham Heights,MA,Norfolk,26865,1774750,7,19,14,0,0,2,566,2732,1930653,9,,
2495,Nonantum,MA,Middlesex,,,,,,,,,,,,,,
2532,Buzzards Bay,MA,Barnstable,38070,,,,,,,,,,,,,
2534,Cataumet,MA,Barnstable,2526,6998750,2,61,2,0,0,,1523,4766,6998750,2,,
2535,Chilmark,MA,Dukes,3531,3100000,9,56,4,0,0,1,1998,1801,4583813,10,,
2536,East Falmouth,MA,Barnstable,58749,738700,25,35,28,0,0,40,452,1845,1206895,64,,
2537,East Sandwich,MA,Barnstable,18879,1325000,11,82,12,0,4,11,490,2257,1427981,23,,
2538,East Wareham,MA,Plymouth,10809,263700,3,28,2,0,0,3,234,1117,292871,5,,
2539,Edgartown,MA,Dukes,12201,3192000,36,155,12,0,0,11,1263,2977,3817069,46,,
2540,Falmouth,MA,Barnstable,24663,745750,12,33,18,0,4,26,567,1392,1275633,40,,
2541,Falmouth,MA,Barnstable,,,,,,,,,,,,,,
2542,Buzzards Bay,MA,Barnstable,3417,,,,,,,,,,,,,
2543,Woods Hole,MA,Barnstable,1905,1110000,1,21,2,0,0,2,772,2025,1110000,2,,
2552,Menemsha,MA,Dukes,,,,,,,,,,,,,,
2553,Monument Beach,MA,Barnstable,678,,,,,,,,,,,,,
2554,Nantucket,MA,Nantucket,29556,4250000,68,143,12,0,6,5,1364,3141,6684800,73,,
2556,North Falmouth,MA,Barnstable,9345,,,,,,,,,,,,,
2557,Oak Bluffs,MA,Dukes,13473,,,,,,,,,,,,,
2558,Onset,MA,Plymouth,6468,629900,10,152,8,0,0,1,339,1794,579487,11,,
2559,Pocasset,MA,Barnstable,10128,887500,5,119,0,0,2,3,746,1428,1286404,9,,
2561,Sagamore,MA,Barnstable,1617,,,,,,,,,,,,,
2562,Sagamore Beach,MA,Barnstable,8931,886175,3,94,2,0,0,8,450,2000,905225,11,,
2563,Sandwich,MA,Barnstable,31077,,,,,,,,,,,,,
2564,Siasconset,MA,Nantucket,930,1049000,1,12,0,0,0,,2251,466,1049000,1,,
2568,Vineyard Haven,MA,Dukes,12000,,,,,,,,,,,,,
2571,Wareham,MA,Plymouth,31443,,,,,,,,,,,,,
2574,West Falmouth,MA,Barnstable,,,,,,,,,,,,,,
2575,West Tisbury,MA,Dukes,8175,1947000,14,109,4,0,2,9,1175,2418,3295286,22,,
2576,West Wareham,MA,Plymouth,11262,499900,5,121,6,0,0,2,305,1737,609317,7,,
2584,Nantucket,MA,Nantucket,30,,,,,,,,,,,,,
2601,Hyannis,MA,Barnstable,42267,415000,17,42,24,0,2,15,344,1217,765922,32,,
2630,Barnstable,MA,Barnstable,5550,1069450,4,158,2,0,0,7,366,2827,1245526,10,,
2631,Brewster,MA,Barnstable,29037,,,,,,,,,,,,,
2632,Centerville,MA,Barnstable,32226,,,,,,,,,,,,,
2633,Chatham,MA,Barnstable,11652,2297500,34,132,22,0,8,23,799,2259,2896454,58,,
2634,Centerville,MA,Barnstable,,,,,,,,,,,,,,
2635,Cotuit,MA,Barnstable,9888,2624600,10,141,6,0,0,9,763,3086,3132760,19,,
2637,Cummaquid,MA,Barnstable,759,,,,,,,,,,,,,
2638,Dennis,MA,Barnstable,9621,1700000,9,56,6,0,0,4,804,2612,2287431,12,,
2639,Dennis Port,MA,Barnstable,8625,,,,,,,,,,,,,
2641,East Dennis,MA,Barnstable,1596,2924500,7,190,4,0,0,9,811,3499,3184152,16,,
2642,Eastham,MA,Barnstable,14811,,,,,,,,,,,,,
2643,East Orleans,MA,Barnstable,78,,,,,,,,,,,,,
2644,Forestdale,MA,Barnstable,11865,,,,,,,,,,,,,
2645,Harwich,MA,Barnstable,28989,1523750,20,92,18,0,4,20,560,2652,1815950,38,,
2646,Harwich Port,MA,Barnstable,5028,,,,,,,,,,,,,
2647,Hyannis Port,MA,Barnstable,387,,,,,,,,,,,,,
2648,Marstons Mills,MA,Barnstable,21903,,,,,,,,,,,,,
2649,Mashpee,MA,Barnstable,42018,1151313,56,55,52,0,14,61,510,1972,1413955,116,,
2650,North Chatham,MA,Barnstable,2544,2645000,6,135,0,0,0,4,875,3312,6265393,10,,
2651,North Eastham,MA,Barnstable,48,,,,,,,,,,,,,
2652,North Truro,MA,Barnstable,3525,569000,4,289,2,0,0,1,937,607,696033,5,,
2653,Orleans,MA,Barnstable,17733,,,,,,,,,,,,,
2655,Osterville,MA,Barnstable,10554,,,,,,,,,,,,,
2657,Provincetown,MA,Barnstable,8826,1250000,27,110,18,0,4,26,1148,1048,1806449,49,,
2659,South Chatham,MA,Barnstable,3324,3550000,3,10,6,0,0,2,1018,3171,3260067,5,,
2660,South Dennis,MA,Barnstable,18783,,,,,,,,,,,,,
2661,South Harwich,MA,Barnstable,,,,,,,,,,,,,,
2662,South Orleans,MA,Barnstable,,,,,,,,,,,,,,
2663,South Wellfleet,MA,Barnstable,519,,,,,,,,,,,,,
2664,South Yarmouth,MA,Barnstable,28113,,,,,,,,,,,,,
2666,Truro,MA,Barnstable,2484,,,,,,,,,,,,,
2667,Wellfleet,MA,Barnstable,7740,,,,,,,,,,,,,
2668,West Barnstable,MA,Barnstable,9834,1400000,6,113,2,0,0,4,495,2223,1561583,10,,
2669,West Chatham,MA,Barnstable,855,,,,,,,,,,,,,
2670,West Dennis,MA,Barnstable,3921,424500,7,46,10,0,0,4,489,1071,509850,11,,
2671,West Harwich,MA,Barnstable,3069,850000,6,31,4,0,0,3,534,1570,1090267,9,,
2672,West Hyannisport,MA,Barnstable,540,2495000,1,11,0,0,0,1,1072,2327,2495000,2,,
2673,West Yarmouth,MA,Barnstable,25206,,,,,,,,,,,,,
2675,Yarmouth Port,MA,Barnstable,19731,755500,13,48,22,0,2,25,423,1759,850696,34,,
2702,Assonet,MA,Bristol,12375,658675,5,50,0,0,2,2,339,2192,711800,6,,
2703,Attleboro,MA,Bristol,130779,464950,21,36,26,0,6,12,281,1516,472635,30,,
2712,Chartley,MA,Bristol,,,,,,,,,,,,,,
2713,Cuttyhunk,MA,Dukes,156,2500000,1,341,0,0,0,,588,4250,2500000,1,,
2714,Dartmouth,MA,Bristol,,,,,,,,,,,,,,
2715,Dighton,MA,Bristol,9369,589950,4,56,4,0,0,1,184,3067,599813,5,,
2717,East Freetown,MA,Bristol,14235,425875,6,57,4,0,0,1,324,1440,465627,8,,
2718,East Taunton,MA,Bristol,19965,435950,2,23,6,0,0,2,274,1541,432075,4,,
2719,Fairhaven,MA,Bristol,47619,599900,17,38,12,0,8,3,372,1750,752824,20,,
2720,Fall River,MA,Bristol,90861,,,,,,,,,,,,,
2721,Fall River,MA,Bristol,78870,,,,,,,,,,,,,
2722,Fall River,MA,Bristol,,575000,1,4,2,0,0,1,240,2400,575000,1,,
2723,Fall River,MA,Bristol,44301,366225,4,46,4,0,0,1,244,1437,332875,5,,
2724,Fall River,MA,Bristol,50724,,,,,,,,,,,,,
2725,Somerset,MA,Bristol,7893,422400,2,30,2,0,0,2,296,1504,422400,3,,
2726,Somerset,MA,Bristol,46602,,,,,,,,,,,,,
2738,Marion,MA,Plymouth,14721,,,,,,,,,,,,,
2739,Mattapoisett,MA,Plymouth,18135,793750,21,110,8,4,4,3,400,2052,1218805,23,,
2740,New Bedford,MA,Bristol,129261,356175,21,32,26,0,10,7,233,1371,382978,27,,
2741,New Bedford,MA,Bristol,,,,,,,,,,,,,,
2742,New Bedford,MA,Bristol,,,,,,,,,,,,,,
2743,Acushnet,MA,Bristol,30921,,,,,,,,,,,,,
2744,New Bedford,MA,Bristol,35700,399000,3,138,0,0,0,1,300,1331,414633,4,,
2745,New Bedford,MA,Bristol,73728,,,,,,,,,,,,,
2746,New Bedford,MA,Bristol,46026,229450,2,12,4,0,0,2,223,900,213083,4,,
2747,North Dartmouth,MA,Bristol,68781,591975,16,32,16,0,4,3,325,1881,639200,18,,
2748,South Dartmouth,MA,Bristol,34326,1634750,18,126,14,0,2,3,448,3007,2925950,20,,
2760,North Attleboro,MA,Bristol,80217,,,,,,,,,,,,,
2761,North Attleboro,MA,Bristol,,,,,,,,,,,,,,
2762,Plainville,MA,Norfolk,24792,,,,,,,,,,,,,
2763,Attleboro Falls,MA,Bristol,5919,,,,,,,,,,,,,
2764,North Dighton,MA,Bristol,11964,644900,4,7,6,0,0,1,281,2196,679333,4,,
2766,Norton,MA,Bristol,57093,824500,9,53,10,0,0,2,333,2400,935920,11,,
2767,Raynham,MA,Bristol,40698,593000,10,46,10,0,2,2,289,2529,647801,12,,
2768,Raynham Center,MA,Bristol,,,,,,,,,,,,,,
2769,Rehoboth,MA,Bristol,34824,,,,,,,,,,,,,
2770,Rochester,MA,Plymouth,15279,654500,19,251,8,0,0,3,369,1760,711465,22,,
2771,Seekonk,MA,Bristol,41124,,,,,,,,,,,,,
2777,Swansea,MA,Bristol,47520,481225,20,31,10,0,6,9,308,1585,547008,27,,
2779,Berkley,MA,Bristol,19233,,,,,,,,,,,,,
2780,Taunton,MA,Bristol,147108,429900,17,26,28,0,2,9,280,1540,429569,27,,
2783,Taunton,MA,Bristol,,,,,,,,,,,,,,
2790,Westport,MA,Bristol,47151,578425,20,53,8,0,12,1,317,1933,671828,21,,
2791,Westport Point,MA,Bristol,738,,,,,,,,,,,,,
2801,Adamsville,RI,Newport,,,,,,,,,,,,,,
2802,Albion,RI,Providence,2358,,,,,,,,,,,,,
2804,Ashaway,RI,Washington,7821,,,,,,,,,,,,,
2806,Barrington,RI,Bristol,48930,,,,,,,,,,,,,
2807,Block Island,RI,Washington,3153,3600000,10,224,0,0,0,4,1111,2799,3942409,14,,
2808,Bradford,RI,Washington,7203,375750,3,62,0,0,0,5,211,1535,394213,8,,
2809,Bristol,RI,Bristol,68814,,,,,,,,,,,,,
2812,Carolina,RI,Washington,4491,518425,1,118,0,0,0,4,270,1924,518425,4,,
2813,Charlestown,RI,Washington,23493,762250,15,65,8,0,0,16,383,2104,1622520,30,,
2814,Chepachet,RI,Providence,22488,377500,7,62,2,0,2,6,218,1200,393871,13,,
2815,Clayville,RI,Providence,834,,,,,,,,,,,,,
2816,Coventry,RI,Kent,97833,401175,32,28,36,0,6,56,285,1390,442511,88,,
2817,West Greenwich,RI,Kent,18405,,,,,,,,,,,,,
2818,East Greenwich,RI,Kent,54246,,,,,,,,,,,,,
2822,Exeter,RI,Washington,18333,,,,,,,,,,,,,
2823,Fiskeville,RI,Providence,,,,,,,,,,,,,,
2824,Forestdale,RI,Providence,,,,,,,,,,,,,,
2825,Foster,RI,Providence,16131,514450,3,10,6,0,0,7,279,1791,663967,11,,
2826,Glendale,RI,Providence,2373,625000,1,29,0,0,0,,272,2296,625000,1,,
2827,Greene,RI,Kent,6516,,,,,,,,,,,,,
2828,Greenville,RI,Providence,23112,527475,4,101,2,0,2,11,312,1383,581100,15,,
2829,Harmony,RI,Providence,,555000,1,15,0,0,0,1,330,1680,555000,1,,
2830,Harrisville,RI,Providence,17928,239700,3,46,0,0,0,10,245,895,257838,13,,
