zipcode,city,state,county,population,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,pending_listing_count,median_listing_price_per_square_foot,median_square_feet,average_listing_price,total_listing_count,crime_count,crime_rate
50233,Redfield,IA,Dallas,4164,,,,,,,,,,,,,
50234,Rhodes,IA,Marshall,1839,,,,,,,,,,,,,
50235,Rippey,IA,Greene,1449,,,,,,,,,,,,,
50236,Roland,IA,Story,4650,,,,,,,,,,,,,
50237,Runnells,IA,Polk,9285,441175,7,29,4,0,2,3,222,1954,502897,10,,
50238,Russell,IA,Lucas,3546,158000,0,92,0,0,0,1,64,2464,158000,1,,
50239,Saint Anthony,IA,Marshall,630,,,,,,,,,,,,,
50240,Saint Charles,IA,Madison,7359,950000,1,195,0,0,0,,332,2862,950000,1,,
50241,Saint Marys,IA,Warren,,,,,,,,,,,,,,
50242,Searsboro,IA,Poweshiek,1317,,,,,,,,,,,,,
50243,Sheldahl,IA,Polk,732,,,,,,,,,,,,,
50244,Slater,IA,Story,5439,421858,1,70,2,0,0,2,228,1792,421858,3,,
50246,Stanhope,IA,Hamilton,2205,59900,1,12,0,0,0,1,57,1060,59900,2,,
50247,State Center,IA,Marshall,7545,140000,2,30,0,0,0,3,105,1459,191125,5,,
50248,Story City,IA,Story,13260,129950,13,72,4,0,4,9,96,1316,185379,21,,
50249,Stratford,IA,Hamilton,3996,135000,2,34,2,0,2,1,99,1326,135000,2,,
50250,Stuart,IA,Guthrie,6990,,,,,,,,,,,,,
50251,Sully,IA,Jasper,3810,,,,,,,,,,,,,
50252,Swan,IA,Marion,729,,,,,,,,,,,,,
50254,Thayer,IA,Union,846,,,,,,,,,,,,,
50255,Thornburg,IA,Keokuk,195,,,,,,,,,,,,,
50256,Tracy,IA,Marion,1503,,,,,,,,,,,,,
50257,Truro,IA,Madison,2976,,,,,,,,,,,,,
50258,Union,IA,Hardin,3006,,,,,,,,,,,,,
50259,Gifford,IA,Hardin,,,,,,,,,,,,,,
50261,Van Meter,IA,Dallas,6633,,,,,,,,,,,,,
50262,Van Wert,IA,Decatur,1359,,,,,,,,,,,,,
50263,Waukee,IA,Dallas,48207,459950,218,113,70,16,34,91,261,1701,506941,312,,
50264,Weldon,IA,Decatur,1398,,,,,,,,,,,,,
50265,West Des Moines,IA,Polk,94959,,,,,,,,,,,,,
50266,West Des Moines,IA,Polk,70875,403900,81,35,50,12,30,82,261,1637,492438,159,,
50268,What Cheer,IA,Keokuk,2979,,,,,,,,,,,,,
50269,Whitten,IA,Hardin,,,,,,,,,,,,,,
50271,Williams,IA,Hamilton,1884,,,,,,,,,,,,,
50272,Williamson,IA,Lucas,456,,,,,,,,,,,,,
50273,Winterset,IA,Madison,24753,271200,25,71,12,0,4,14,191,1556,327974,38,,
50274,Wiota,IA,Cass,1194,,,,,,,,,,,,,
50275,Woodburn,IA,Clarke,1596,139000,1,44,0,0,0,1,118,1178,139000,1,,
50276,Woodward,IA,Dallas,7551,270900,1,103,0,0,0,1,200,1298,264250,3,,
50277,Yale,IA,Guthrie,1449,162500,1,103,0,0,0,2,117,1386,223833,2,,
50278,Zearing,IA,Story,2526,245000,2,17,2,0,2,3,154,1575,243833,5,,
50301,Des Moines,IA,Polk,,,,,,,,,,,,,,
50302,Des Moines,IA,Polk,,,,,,,,,,,,,,
50303,Des Moines,IA,Polk,,,,,,,,,,,,,,
50304,Des Moines,IA,Polk,,,,,,,,,,,,,,
50305,Des Moines,IA,Polk,,,,,,,,,,,,,,
50306,Des Moines,IA,Polk,,,,,,,,,,,,,,
50307,Des Moines,IA,Polk,,,,,,,,,,,,,,
50308,Des Moines,IA,Polk,,,,,,,,,,,,,,
50309,Des Moines,IA,Polk,16293,549000,20,27,12,0,6,17,253,1691,516965,37,,
50310,Des Moines,IA,Polk,90663,229488,24,45,46,18,28,74,192,1200,245699,99,,
50311,Des Moines,IA,Polk,45339,234000,16,49,20,2,18,26,164,1424,233594,42,,
50312,Des Moines,IA,Polk,46017,,,,,,,,,,,,,
50313,Des Moines,IA,Polk,52128,,,,,,,,,,,,,
50314,Des Moines,IA,Polk,37395,149425,13,79,4,0,14,23,126,1296,168409,36,,
50315,Des Moines,IA,Polk,107559,,,,,,,,,,,,,
50316,Des Moines,IA,Polk,49320,,,,,,,,,,,,,
50317,Des Moines,IA,Polk,108621,,,,,,,,,,,,,
50318,Des Moines,IA,Polk,,,,,,,,,,,,,,
50319,Des Moines,IA,Polk,0,,,,,,,,,,,,,
50320,Des Moines,IA,Polk,60081,,,,,,,,,,,,,
50321,Des Moines,IA,Polk,23538,364999,9,117,6,4,10,13,214,1513,404054,21,,
50322,Urbandale,IA,Polk,94590,278000,44,47,50,10,20,63,182,1530,286421,106,,
50323,Urbandale,IA,Polk,30603,,,,,,,,,,,,,
50324,Windsor Heights,IA,Polk,14709,,,,,,,,,,,,,
50325,Clive,IA,Polk,46344,599450,76,104,42,4,20,36,330,1844,652873,113,,
50327,Pleasant Hill,IA,Polk,31401,347200,51,135,8,0,6,19,271,1523,349307,71,,
50328,Des Moines,IA,Polk,,,,,,,,,,,,,,
50329,Des Moines,IA,Polk,,,,,,,,,,,,,,
50330,Des Moines,IA,Polk,,,,,,,,,,,,,,
50331,Des Moines,IA,Polk,,,,,,,,,,,,,,
50332,Des Moines,IA,Polk,,,,,,,,,,,,,,
50333,Des Moines,IA,Polk,,,,,,,,,,,,,,
50334,Des Moines,IA,Polk,,,,,,,,,,,,,,
50335,Des Moines,IA,Polk,,,,,,,,,,,,,,
50336,Des Moines,IA,Polk,,,,,,,,,,,,,,
50339,Des Moines,IA,Polk,,,,,,,,,,,,,,
50340,Des Moines,IA,Polk,,,,,,,,,,,,,,
50359,Des Moines,IA,Polk,,,,,,,,,,,,,,
50360,Des Moines,IA,Polk,,,,,,,,,,,,,,
50361,Des Moines,IA,Polk,,,,,,,,,,,,,,
50362,Des Moines,IA,Polk,,,,,,,,,,,,,,
50363,Des Moines,IA,Polk,,,,,,,,,,,,,,
50364,Des Moines,IA,Polk,,,,,,,,,,,,,,
50367,Des Moines,IA,Polk,,,,,,,,,,,,,,
50368,Des Moines,IA,Polk,,,,,,,,,,,,,,
50369,Des Moines,IA,Polk,,,,,,,,,,,,,,
50380,Des Moines,IA,Polk,,,,,,,,,,,,,,
50381,Des Moines,IA,Polk,,,,,,,,,,,,,,
50391,Des Moines,IA,Polk,,,,,,,,,,,,,,
50392,Des Moines,IA,Polk,,,,,,,,,,,,,,
50393,Des Moines,IA,Polk,,,,,,,,,,,,,,
50394,Des Moines,IA,Polk,,,,,,,,,,,,,,
50395,Des Moines,IA,Polk,,,,,,,,,,,,,,
50396,Des Moines,IA,Polk,,,,,,,,,,,,,,
50398,Urbandale,IA,Polk,,,,,,,,,,,,,,
50401,Mason City,IA,Cerro Gordo,89511,218925,51,102,24,0,10,39,97,1982,269602,87,,
50402,Mason City,IA,Cerro Gordo,,,,,,,,,,,,,,
50420,Alexander,IA,Franklin,1131,35000,1,14,0,0,0,1,24,1440,35000,2,,
50421,Belmond,IA,Wright,9096,134950,6,97,2,0,0,2,120,1232,134300,9,,
50423,Britt,IA,Hancock,8928,159425,7,96,0,0,0,3,113,1389,168533,10,,
50424,Buffalo Center,IA,Winnebago,4446,,,,,,,,,,,,,
50426,Carpenter,IA,Mitchell,168,,,,,,,,,,,,,
50427,Chapin,IA,Franklin,,,,,,,,,,,,,,
50428,Clear Lake,IA,Cerro Gordo,28152,396950,47,103,6,0,12,11,214,1769,550344,57,,
50430,Corwith,IA,Hancock,1554,,,,,,,,,,,,,
50431,Coulter,IA,Franklin,819,420000,1,184,0,0,0,,247,1700,420000,1,,
50432,Crystal Lake,IA,Hancock,756,,,,,,,,,,,,,
50433,Dougherty,IA,Cerro Gordo,768,59900,1,5,4,0,0,,26,2325,59900,1,,
50434,Fertile,IA,Worth,1494,,,,,,,,,,,,,
50435,Floyd,IA,Floyd,2163,,,,,,,,,,,,,
50436,Forest City,IA,Winnebago,17544,,,,,,,,,,,,,
50438,Garner,IA,Hancock,12477,,,,,,,,,,,,,
50439,Goodell,IA,Hancock,867,,,,,,,,,,,,,
50440,Grafton,IA,Worth,1266,117008,2,75,0,0,0,1,83,1668,117008,2,,
50441,Hampton,IA,Franklin,17328,,,,,,,,,,,,,
50444,Hanlontown,IA,Worth,1059,,,,,,,,,,,,,
50446,Joice,IA,Worth,1644,,,,,,,,,,,,,
50447,Kanawha,IA,Hancock,3243,,,,,,,,,,,,,
50448,Kensett,IA,Worth,2085,,,,,,,,,,,,,
50449,Klemme,IA,Hancock,2172,,,,,,,,,,,,,
50450,Lake Mills,IA,Winnebago,8691,317000,2,157,2,0,0,3,186,1658,317000,5,,
50451,Lakota,IA,Kossuth,1611,,,,,,,,,,,,,
50452,Latimer,IA,Franklin,2412,,,,,,,,,,,,,
50453,Leland,IA,Winnebago,1764,,,,,,,,,,,,,
50454,Little Cedar,IA,Mitchell,381,,,,,,,,,,,,,
50455,Mc Intire,IA,Mitchell,1350,,,,,,,,,,,,,
50456,Manly,IA,Worth,5223,69900,3,232,0,0,2,2,41,1236,66600,5,,
50457,Meservey,IA,Cerro Gordo,1323,,,,,,,,,,,,,
50458,Nora Springs,IA,Floyd,6291,74947,3,68,2,0,0,1,56,1348,88216,4,,
50459,Northwood,IA,Worth,9054,94500,2,137,0,0,0,2,46,2274,94500,4,,
50460,Orchard,IA,Mitchell,1092,,,,,,,,,,,,,
50461,Osage,IA,Mitchell,16839,250550,6,73,2,0,0,8,126,1985,276717,14,,
50464,Plymouth,IA,Cerro Gordo,2019,,,,,,,,,,,,,
50465,Rake,IA,Winnebago,750,,,,,,,,,,,,,
50466,Riceville,IA,Howard,5484,,,,,,,,,,,,,
50467,Rock Falls,IA,Cerro Gordo,282,,,,,,,,,,,,,
50468,Rockford,IA,Floyd,4845,301500,2,124,0,0,0,1,136,2685,301500,3,,
50469,Rockwell,IA,Cerro Gordo,4722,206759,2,208,0,0,0,2,103,2063,206759,4,,
50470,Rowan,IA,Wright,825,,,,,,,,,,,,,
50471,Rudd,IA,Floyd,2067,,,,,,,,,,,,,
50472,Saint Ansgar,IA,Mitchell,7182,,,,,,,,,,,,,
50473,Scarville,IA,Winnebago,804,,,,,,,,,,,,,
50475,Sheffield,IA,Franklin,5271,148450,2,16,0,0,0,1,74,2035,148450,3,,
50476,Stacyville,IA,Mitchell,2412,125000,0,72,0,0,0,1,77,1620,125000,1,,
50477,Swaledale,IA,Cerro Gordo,1041,,,,,,,,,,,,,
50478,Thompson,IA,Winnebago,2325,56900,1,1,0,0,0,1,108,528,56900,1,,
50479,Thornton,IA,Cerro Gordo,2052,107589,1,12,0,0,0,1,73,1824,107589,2,,
50480,Titonka,IA,Kossuth,2640,89900,1,40,0,0,0,,71,1269,89900,1,,
50481,Toeterville,IA,Mitchell,,,,,,,,,,,,,,
50482,Ventura,IA,Cerro Gordo,2322,,,,,,,,,,,,,
50483,Wesley,IA,Kossuth,2343,,,,,,,,,,,,,
50484,Woden,IA,Hancock,1332,,,,,,,,,,,,,
50501,Fort Dodge,IA,Webster,87234,,,,,,,,,,,,,
50510,Albert City,IA,Buena Vista,3348,,,,,,,,,,,,,
50511,Algona,IA,Kossuth,21411,168750,22,75,16,0,2,18,121,1439,263694,39,,
50514,Armstrong,IA,Emmet,4356,127450,2,147,0,0,0,2,75,1772,127450,4,,
50515,Ayrshire,IA,Palo Alto,837,,,,,,,,,,,,,
50516,Badger,IA,Webster,2157,,,,,,,,,,,,,
50517,Bancroft,IA,Kossuth,3153,185000,1,176,0,0,0,,156,1188,185000,1,,
50518,Barnum,IA,Webster,1143,,,,,,,,,,,,,
50519,Bode,IA,Humboldt,1872,,,,,,,,,,,,,
50520,Bradgate,IA,Humboldt,432,,,,,,,,,,,,,
50521,Burnside,IA,Webster,312,,,,,,,,,,,,,
50522,Burt,IA,Kossuth,2571,,,,,,,,,,,,,
50523,Callender,IA,Webster,1812,189900,1,22,0,0,0,1,106,1798,189900,2,,
50524,Clare,IA,Webster,1563,211900,1,36,2,0,0,1,100,2124,211900,2,,
50525,Clarion,IA,Wright,10749,155000,10,141,2,0,0,4,101,1418,158544,14,,
50526,Clarion,IA,Wright,,,,,,,,,,,,,,
50527,Curlew,IA,Palo Alto,669,,,,,,,,,,,,,
50528,Cylinder,IA,Palo Alto,1149,250000,1,3,4,0,0,,186,1344,250000,1,,
50529,Dakota City,IA,Humboldt,2511,,,,,,,,,,,,,
50530,Dayton,IA,Webster,3615,,,,,,,,,,,,,
50531,Dolliver,IA,Emmet,726,361200,2,135,0,0,0,,146,2526,361200,2,,
50532,Duncombe,IA,Webster,2619,,,,,,,,,,,,,
50533,Eagle Grove,IA,Wright,12390,,,,,,,,,,,,,
50535,Early,IA,Sac,2655,,,,,,,,,,,,,
50536,Emmetsburg,IA,Palo Alto,13623,199900,13,37,8,0,0,5,132,1348,283135,19,,
50538,Farnhamville,IA,Calhoun,1509,,,,,,,,,,,,,
50539,Fenton,IA,Kossuth,1698,59500,1,13,0,0,0,1,60,988,59500,1,,
50540,Fonda,IA,Pocahontas,3066,,,,,,,,,,,,,
50541,Gilmore City,IA,Humboldt,2616,,,,,,,,,,,,,
50542,Goldfield,IA,Wright,2799,,,,,,,,,,,,,
50543,Gowrie,IA,Webster,4476,122000,2,61,0,0,4,1,81,1394,122000,3,,
50544,Harcourt,IA,Webster,1545,,,,,,,,,,,,,
50545,Hardy,IA,Humboldt,615,,,,,,,,,,,,,
50546,Havelock,IA,Pocahontas,1038,,,,,,,,,,,,,
50548,Humboldt,IA,Humboldt,17607,194900,14,92,10,0,2,3,128,1438,203575,17,,
50551,Jolley,IA,Calhoun,474,,,,,,,,,,,,,
50552,Knierim,IA,Calhoun,,,,,,,,,,,,,,
50554,Laurens,IA,Pocahontas,4875,,,,,,,,,,,,,
50556,Ledyard,IA,Kossuth,876,,,,,,,,,,,,,
50557,Lehigh,IA,Webster,2250,,,,,,,,,,,,,
50558,Livermore,IA,Humboldt,1854,69000,1,4,2,0,0,1,44,1562,69000,1,,
50559,Lone Rock,IA,Kossuth,1044,295000,1,167,0,0,0,,213,1383,295000,1,,
50560,Lu Verne,IA,Kossuth,1770,,,,,,,,,,,,,
50561,Lytton,IA,Calhoun,1560,,,,,,,,,,,,,
50562,Mallard,IA,Palo Alto,1581,,,,,,,,,,,,,
50563,Manson,IA,Calhoun,7500,153700,10,104,0,0,0,4,109,1633,256930,14,,
50565,Marathon,IA,Buena Vista,1404,22500,5,122,0,0,0,0,21,1280,34480,5,,
50566,Moorland,IA,Webster,1299,,,,,,,,,,,,,
50567,Nemaha,IA,Sac,678,,,,,,,,,,,,,
50568,Newell,IA,Buena Vista,4194,232000,2,103,0,0,0,1,99,2239,232000,3,,
50569,Otho,IA,Webster,2508,,,,,,,,,,,,,
50570,Ottosen,IA,Humboldt,744,,,,,,,,,,,,,
50571,Palmer,IA,Pocahontas,1182,,,,,,,,,,,,,
50573,Plover,IA,Pocahontas,204,,,,,,,,,,,,,
50574,Pocahontas,IA,Pocahontas,6543,,,,,,,,,,,,,
50575,Pomeroy,IA,Calhoun,2907,,,,,,,,,,,,,
50576,Rembrandt,IA,Buena Vista,1269,,,,,,,,,,,,,
50577,Renwick,IA,Humboldt,1230,,,,,,,,,,,,,
50578,Ringsted,IA,Emmet,1938,134800,1,7,0,0,0,1,75,1800,134800,1,,
50579,Rockwell City,IA,Calhoun,7215,113450,2,142,0,0,0,2,101,1250,113450,4,,
50581,Rolfe,IA,Pocahontas,2988,329700,2,193,0,0,0,1,140,2588,329700,2,,
50582,Rutland,IA,Humboldt,702,,,,,,,,,,,,,
50583,Sac City,IA,Sac,8565,91750,9,52,4,0,2,4,74,1420,112835,12,,
50585,Sioux Rapids,IA,Buena Vista,3528,120000,0,158,0,0,0,1,87,1386,120000,1,,
50586,Somers,IA,Calhoun,921,,,,,,,,,,,,,
50588,Storm Lake,IA,Buena Vista,38268,249500,19,138,14,0,4,5,178,1445,291442,23,,
50590,Swea City,IA,Kossuth,2637,189900,1,145,0,0,0,1,158,1201,189900,2,,
50591,Thor,IA,Humboldt,960,,,,,,,,,,,,,
50592,Truesdale,IA,Buena Vista,,,,,,,,,,,,,,
50593,Varina,IA,Pocahontas,192,,,,,,,,,,,,,
50594,Vincent,IA,Webster,894,,,,,,,,,,,,,
50595,Webster City,IA,Hamilton,27495,169000,11,32,10,0,6,9,153,1824,241247,20,,
50597,West Bend,IA,Palo Alto,3879,154000,3,222,0,0,0,,111,1392,707667,3,,
50598,Whittemore,IA,Kossuth,2736,,,,,,,,,,,,,
50599,Woolstock,IA,Wright,1140,,,,,,,,,,,,,
50601,Ackley,IA,Hardin,7392,80675,2,18,2,0,0,5,72,1060,80675,7,,
50602,Allison,IA,Butler,4809,331725,2,70,0,0,0,2,193,1916,331725,4,,
50603,Alta Vista,IA,Chickasaw,1875,250000,1,42,0,0,0,,194,1288,250000,1,,
50604,Aplington,IA,Butler,5550,157250,2,212,0,0,0,4,73,2082,157250,6,,
50605,Aredale,IA,Butler,504,,,,,,,,,,,,,
50606,Arlington,IA,Fayette,2655,,,,,,,,,,,,,
50607,Aurora,IA,Buchanan,1443,,,,,,,,,,,,,
50608,Austinville,IA,Butler,,,,,,,,,,,,,,
50609,Beaman,IA,Grundy,1338,,,,,,,,,,,,,
50611,Bristow,IA,Butler,1176,,,,,,,,,,,,,
50612,Buckingham,IA,Tama,1005,649000,1,63,0,0,0,0,132,4915,649000,1,,
50613,Cedar Falls,IA,Black Hawk,126093,304950,53,33,40,0,8,56,175,1599,338535,110,,
50614,Cedar Falls,IA,Black Hawk,,,,,,,,,,,,,,
50616,Charles City,IA,Floyd,31032,144500,18,66,12,0,0,15,88,1825,190791,32,,
50619,Clarksville,IA,Butler,7230,412450,2,88,0,0,0,1,148,2942,412450,3,,
50620,Colwell,IA,Floyd,162,,,,,,,,,,,,,
50621,Conrad,IA,Grundy,4590,,,,,,,,,,,,,
50622,Denver,IA,Bremer,9618,,,,,,,,,,,,,
50623,Dewar,IA,Black Hawk,,,,,,,,,,,,,,
50624,Dike,IA,Grundy,5229,294900,2,10,2,0,0,1,122,2526,294900,2,,
50625,Dumont,IA,Butler,3012,131450,1,12,0,0,0,,137,960,131450,1,,
50626,Dunkerton,IA,Black Hawk,5412,,,,,,,,,,,,,
50627,Eldora,IA,Hardin,10368,127450,10,58,2,0,4,3,116,1058,165170,13,,
50628,Elma,IA,Howard,4122,,,,,,,,,,,,,
50629,Fairbank,IA,Buchanan,7254,169900,1,226,0,0,0,2,97,1758,169900,3,,
50630,Fredericksburg,IA,Chickasaw,5184,,,,,,,,,,,,,
50631,Frederika,IA,Bremer,,,,,,,,,,,,,,
50632,Garwin,IA,Tama,3321,67450,3,100,0,0,0,1,90,907,159117,4,,
50633,Geneva,IA,Franklin,1119,,,,,,,,,,,,,
50634,Gilbertville,IA,Black Hawk,2139,,,,,,,,,,,,,
50635,Gladbrook,IA,Tama,4806,121400,3,134,0,0,0,2,90,1540,156800,4,,
50636,Greene,IA,Butler,5946,,,,,,,,,,,,,
50638,Grundy Center,IA,Grundy,9939,,,,,,,,,,,,,
50641,Hazleton,IA,Buchanan,6051,318675,2,68,0,0,0,1,119,2564,318675,3,,
50642,Holland,IA,Grundy,1743,134900,1,56,0,0,0,,92,1472,134900,1,,
50643,Hudson,IA,Black Hawk,8241,,,,,,,,,,,,,
50644,Independence,IA,Buchanan,25944,346175,13,114,6,0,6,16,175,1651,413255,29,,
50645,Ionia,IA,Chickasaw,3612,,,,,,,,,,,,,
50647,Janesville,IA,Bremer,5682,291475,2,47,0,0,0,1,166,1723,291475,2,,
50648,Jesup,IA,Buchanan,12162,365000,7,187,0,0,4,4,187,1414,329340,11,,
50649,Kesley,IA,Butler,,,,,,,,,,,,,,
50650,Lamont,IA,Buchanan,2211,,,,,,,,,,,,,
50651,La Porte City,IA,Black Hawk,10734,224750,6,176,2,0,2,5,91,1739,188096,10,,
50652,Lincoln,IA,Tama,384,,,,,,,,,,,,,
50653,Marble Rock,IA,Floyd,1917,21850,2,284,0,0,0,1,,,21850,3,,
50654,Masonville,IA,Delaware,1497,,,,,,,,,,,,,
50655,Maynard,IA,Fayette,2619,135000,1,257,0,0,0,1,118,1144,135000,2,,
50657,Morrison,IA,Grundy,,,,,,,,,,,,,,
50658,Nashua,IA,Chickasaw,7554,249500,2,126,2,0,0,5,85,3071,249500,8,,
50659,New Hampton,IA,Chickasaw,16464,219000,11,84,2,0,0,8,101,2004,233680,17,,
50660,New Hartford,IA,Butler,3999,,,,,,,,,,,,,
50661,North Washington,IA,Chickasaw,,,,,,,,,,,,,,
50662,Oelwein,IA,Fayette,21714,,,,,,,,,,,,,
50664,Oran,IA,Fayette,159,,,,,,,,,,,,,
50665,Parkersburg,IA,Butler,8523,220000,3,160,0,0,0,2,115,1908,233267,5,,
50666,Plainfield,IA,Bremer,3081,218550,2,20,0,0,0,2,74,2958,218550,2,,
50667,Raymond,IA,Black Hawk,2385,239900,1,4,0,0,0,1,149,1607,239900,1,,
50668,Readlyn,IA,Bremer,3747,,,,,,,,,,,,,
50669,Reinbeck,IA,Grundy,7308,,,,,,,,,,,,,
50670,Shell Rock,IA,Butler,6072,,,,,,,,,,,,,
50671,Stanley,IA,Buchanan,807,,,,,,,,,,,,,
50672,Steamboat Rock,IA,Hardin,1782,306150,2,94,0,0,0,2,157,2354,306150,3,,
50673,Stout,IA,Grundy,657,80000,1,11,0,0,0,,59,1361,80000,1,,
50674,Sumner,IA,Bremer,10665,147450,4,57,0,0,0,3,80,1617,144700,6,,
50675,Traer,IA,Tama,7368,,,,,,,,,,,,,
50676,Tripoli,IA,Bremer,6315,,,,,,,,,,,,,
50677,Waverly,IA,Bremer,36393,288750,16,78,14,0,8,12,156,1614,325001,28,,
50680,Wellsburg,IA,Grundy,3285,87625,3,108,0,0,0,1,84,1276,97208,3,,
50681,Westgate,IA,Fayette,1371,,,,,,,,,,,,,
50682,Winthrop,IA,Buchanan,4716,139950,2,89,0,0,0,1,96,1487,139950,3,,
50701,Waterloo,IA,Black Hawk,90972,294671,29,69,36,0,6,42,155,1500,267438,70,,
50702,Waterloo,IA,Black Hawk,59910,,,,,,,,,,,,,
50703,Waterloo,IA,Black Hawk,59589,109900,10,99,18,0,4,23,67,1492,188617,31,,
50704,Waterloo,IA,Black Hawk,,,,,,,,,,,,,,
50707,Evansdale,IA,Black Hawk,25527,249999,2,249,6,0,0,10,168,1456,249999,11,,
50801,Creston,IA,Union,28770,,,,,,,,,,,,,
50830,Afton,IA,Union,5229,109950,2,134,0,0,0,1,85,1277,109950,3,,
50831,Arispe,IA,Union,,,,,,,,,,,,,,
50833,Bedford,IA,Taylor,6915,151250,6,200,0,0,0,,106,1754,153483,6,,
50835,Benton,IA,Ringgold,276,,,,,,,,,,,,,
50836,Blockton,IA,Taylor,1371,54000,1,35,0,0,2,,35,1552,54000,1,,
50837,Bridgewater,IA,Adair,1128,,,,,,,,,,,,,
50839,Carbon,IA,Adams,102,,,,,,,,,,,,,
50840,Clearfield,IA,Taylor,1680,49000,1,102,0,0,0,1,45,1100,49000,2,,
50841,Corning,IA,Adams,8472,92125,7,50,6,0,0,3,69,1197,143188,9,,
50842,Cromwell,IA,Union,315,,,,,,,,,,,,,
50843,Cumberland,IA,Cass,1788,71550,1,33,0,0,0,1,59,1291,71550,2,,
50845,Diagonal,IA,Ringgold,2433,69000,1,86,0,0,2,,50,1370,69000,1,,
50846,Fontanelle,IA,Adair,3369,,,,,,,,,,,,,
50847,Grant,IA,Montgomery,261,,,,,,,,,,,,,
50848,Gravity,IA,Taylor,1134,350000,1,76,0,0,0,,210,1667,350000,1,,
50849,Greenfield,IA,Adair,8220,176175,3,158,0,0,2,7,121,1545,186655,10,,
50851,Lenox,IA,Taylor,6261,151250,3,162,2,0,0,1,69,1646,160740,4,,
50853,Massena,IA,Cass,2106,,,,,,,,,,,,,
50854,Mount Ayr,IA,Ringgold,6909,129000,12,73,6,0,0,5,78,1486,145170,16,,
50857,Nodaway,IA,Adams,816,,,,,,,,,,,,,
50858,Orient,IA,Adair,2388,90000,1,,0,0,0,2,121,744,90000,2,,
50859,Prescott,IA,Adams,1752,,,,,,,,,,,,,
50860,Redding,IA,Ringgold,1422,,,,,,,,,,,,,
50861,Shannon City,IA,Union,822,,,,,,,,,,,,,
50862,Sharpsburg,IA,Taylor,444,,,,,,,,,,,,,
50863,Tingley,IA,Ringgold,879,,,,,,,,,,,,,
50864,Villisca,IA,Montgomery,6171,,,,,,,,,,,,,
50936,Des Moines,IA,Polk,,,,,,,,,,,,,,
50940,Des Moines,IA,Polk,,,,,,,,,,,,,,
50947,Des Moines,IA,Polk,,,,,,,,,,,,,,
50950,Des Moines,IA,Polk,,,,,,,,,,,,,,
50980,Des Moines,IA,Polk,,,,,,,,,,,,,,
50981,Des Moines,IA,Polk,,,,,,,,,,,,,,
51001,Akron,IA,Plymouth,7296,479900,1,77,2,0,0,1,226,2128,479900,2,,
51002,Alta,IA,Buena Vista,8223,177450,3,93,0,0,2,3,83,2145,194173,6,,
51003,Alton,IA,Sioux,5100,329000,5,166,0,0,0,1,223,1792,350400,5,,
51004,Anthon,IA,Woodbury,3099,136213,4,41,0,0,0,,86,1459,135806,4,,
51005,Aurelia,IA,Cherokee,4473,,,,,,,,,,,,,
51006,Battle Creek,IA,Ida,3225,,,,,,,,,,,,,
51007,Bronson,IA,Woodbury,2190,,,,,,,,,,,,,
51008,Brunsville,IA,Plymouth,453,,,,,,,,,,,,,
51009,Calumet,IA,O'Brien,492,,,,,,,,,,,,,
51010,Castana,IA,Monona,1368,359900,1,98,0,0,0,,73,4928,359900,1,,
51011,Chatsworth,IA,Sioux,237,,,,,,,,,,,,,
51012,Cherokee,IA,Cherokee,19926,,,,,,,,,,,,,
51014,Cleghorn,IA,Cherokee,1584,,,,,,,,,,,,,
51015,Climbing Hill,IA,Woodbury,,,,,,,,,,,,,,
51016,Correctionville,IA,Woodbury,4134,215000,0,205,0,0,0,1,87,2466,215000,1,,
51018,Cushing,IA,Woodbury,1212,39500,1,4,2,0,0,,35,1130,39500,1,,
51019,Danbury,IA,Woodbury,2319,169000,3,23,2,0,0,,117,1152,147500,3,,
51020,Galva,IA,Ida,1974,,,,,,,,,,,,,
51022,Granville,IA,Sioux,2367,,,,,,,,,,,,,
51023,Hawarden,IA,Sioux,9648,151150,6,118,0,0,0,6,103,1500,179956,11,,
51024,Hinton,IA,Plymouth,6210,185500,0,9,0,0,0,,184,1008,185500,0,,
51025,Holstein,IA,Ida,5967,157500,3,119,0,0,0,,71,2206,220167,3,,
51026,Hornick,IA,Woodbury,2586,,,,,,,,,,,,,
51027,Ireton,IA,Sioux,3780,,,,,,,,,,,,,
51028,Kingsley,IA,Plymouth,6195,419900,3,69,0,0,0,,113,3732,439967,3,,
51029,Larrabee,IA,Cherokee,753,18900,1,134,0,0,0,,13,1416,18900,1,,
51030,Lawton,IA,Woodbury,5211,,,,,,,,,,,,,
51031,Le Mars,IA,Plymouth,37008,,,,,,,,,,,,,
51033,Linn Grove,IA,Buena Vista,1284,,,,,,,,,,,,,
51034,Mapleton,IA,Monona,5460,,,,,,,,,,,,,
51035,Marcus,IA,Cherokee,5055,,,,,,,,,,,,,
51036,Maurice,IA,Sioux,2178,395000,1,12,0,0,0,,232,1703,395000,1,,
51037,Meriden,IA,Cherokee,966,,,,,,,,,,,,,
51038,Merrill,IA,Plymouth,4605,1077500,1,8,0,0,0,,256,4216,1077500,1,,
51039,Moville,IA,Woodbury,7425,273999,4,71,2,0,0,1,187,1748,374990,5,,
51040,Onawa,IA,Monona,11136,,,,,,,,,,,,,
